"TALHAO";"AREA_TL";"DATA_PL";"ESPAC";"PARCELA";"DATA_MD";"AREA_PC";"COVA";"DAP";"HT";"HD";"HT_EST"
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;1;15;23,8;25,04;23,8
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;2;13;23,8;25,04;23,8
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;3;15;24,7;25,04;24,7
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;4;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;5;15;24,3;25,04;24,3
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;6;14;22,4;25,04;22,4
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;7;16;23,9;25,04;23,9
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;8;15;24,2;25,04;24,2
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;9;13,5;22,6;25,04;22,6
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;10;15;24,1;25,04;24,1
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;11;15;25,4;25,04;25,4
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;12;14,5;24,3;25,04;24,3
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;13;16;24,9;25,04;24,9
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;14;14;23,8;25,04;23,8
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;15;16;24,3;25,04;24,3
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;16;10;17,6;25,04;17,6
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;17;15;24,8;25,04;24,8
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;18;13,5;23,3;25,04;23,3
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;19;16;25,3;25,04;25,3
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;20;12;NA;25,04;22,3502467492672
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;21;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;22;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;23;13;NA;25,04;23,1662058532857
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;24;13;NA;25,04;23,1662058532857
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;25;13,5;NA;25,04;23,5383524690201
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;26;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;27;13;NA;25,04;23,1662058532857
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;28;13;NA;25,04;23,1662058532857
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;29;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;30;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;31;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;32;13;NA;25,04;23,1662058532857
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;33;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;34;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;35;14,5;NA;25,04;24,2206838497651
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;36;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;37;16;NA;25,04;25,1126900431006
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;38;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;39;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;40;13,5;NA;25,04;23,5383524690201
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;41;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;42;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;43;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;44;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;45;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;46;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;47;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;48;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;49;10;NA;25,04;20,3607415310939
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;50;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;51;14,5;NA;25,04;24,2206838497651
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;52;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;53;13;NA;25,04;23,1662058532857
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;54;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;55;14,5;NA;25,04;24,2206838497651
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;56;13;NA;25,04;23,1662058532857
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;57;13;NA;25,04;23,1662058532857
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;58;13,5;NA;25,04;23,5383524690201
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;59;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;60;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;61;13,5;NA;25,04;23,5383524690201
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;62;15,5;NA;25,04;24,8310683829736
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;63;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;64;14,5;NA;25,04;24,2206838497651
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;65;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;66;13,5;NA;25,04;23,5383524690201
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;67;12;NA;25,04;22,3502467492672
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;68;16,5;25,9;25,04;25,9
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;69;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;70;15,5;NA;25,04;24,8310683829736
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;71;13;NA;25,04;23,1662058532857
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;72;13,5;NA;25,04;23,5383524690201
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;73;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;74;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;75;13,5;NA;25,04;23,5383524690201
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;76;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;77;13,5;NA;25,04;23,5383524690201
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;78;12,5;NA;25,04;22,7708933075355
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;79;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;80;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;81;15,5;NA;25,04;24,8310683829736
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;82;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;83;13;NA;25,04;23,1662058532857
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;84;14,5;NA;25,04;24,2206838497651
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;85;14,5;NA;25,04;24,2206838497651
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;86;15,5;NA;25,04;24,8310683829736
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;87;15;NA;25,04;24,534152107882
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;88;14;NA;25,04;23,8892681085252
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;89;12;NA;25,04;22,3502467492672
2;45;"2007-04-01";"3x3";1;"2012-09-04";810;90;16;24,8;25,04;24,8
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;1;13;23,2;23,76;23,2
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;2;14,5;23,6;23,76;23,6
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;3;14,5;24,2;23,76;24,2
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;4;15;25,6;23,76;25,6
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;5;12;23,6;23,76;23,6
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;6;15;25;23,76;25
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;7;13,5;22,4;23,76;22,4
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;8;15;25,2;23,76;25,2
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;9;NA;NA;23,76;NA
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;10;14;23,5;23,76;23,5
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;11;14;25;23,76;25
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;12;15,5;24,6;23,76;24,6
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;13;15;24,1;23,76;24,1
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;14;16;25,6;23,76;25,6
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;15;15,5;24,8;23,76;24,8
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;16;13;22,7;23,76;22,7
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;17;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;18;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;19;16;NA;23,76;24,2555795903753
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;20;16;NA;23,76;24,2555795903753
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;21;14,5;NA;23,76;23,3940180778323
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;22;17,5;NA;23,76;24,9934317613423
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;23;17;NA;23,76;24,7595640935261
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;24;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;25;16,5;NA;23,76;24,5139134718508
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;26;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;27;13;NA;23,76;22,3755300175725
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;28;13;NA;23,76;22,3755300175725
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;29;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;30;15,5;NA;23,76;23,9835698383392
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;31;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;32;16;NA;23,76;24,2555795903753
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;33;14,5;NA;23,76;23,3940180778323
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;34;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;35;13;NA;23,76;22,3755300175725
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;36;13,5;NA;23,76;22,7349750567833
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;37;12;NA;23,76;21,5874200637585
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;38;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;39;15,5;24,5;23,76;24,5
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;40;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;41;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;42;12;NA;23,76;21,5874200637585
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;43;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;44;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;45;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;46;17;NA;23,76;24,7595640935261
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;47;9;NA;23,76;18,4807470806955
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;48;13,5;NA;23,76;22,7349750567833
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;49;17;24,7;23,76;24,7
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;50;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;51;13;NA;23,76;22,3755300175725
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;52;15,5;22,3;23,76;22,3
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;53;12,5;NA;23,76;21,9937097147669
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;54;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;55;16;NA;23,76;24,2555795903753
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;56;17;24,2;23,76;24,2
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;57;15,5;NA;23,76;23,9835698383392
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;58;14,5;NA;23,76;23,3940180778323
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;59;15,5;NA;23,76;23,9835698383392
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;60;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;61;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;62;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;63;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;64;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;65;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;66;13;NA;23,76;22,3755300175725
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;67;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;68;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;69;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;70;13;NA;23,76;22,3755300175725
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;71;11,5;NA;23,76;21,1543090255096
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;72;13;NA;23,76;22,3755300175725
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;73;14,5;23,1;23,76;23,1
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;74;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;75;16;NA;23,76;24,2555795903753
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;76;9,5;NA;23,76;19,0952828563572
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;77;15,5;NA;23,76;23,9835698383392
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;78;15,5;NA;23,76;23,9835698383392
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;79;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;80;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;81;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;82;16;NA;23,76;24,2555795903753
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;83;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;84;15;NA;23,76;23,6967874852818
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;85;14,5;NA;23,76;23,3940180778323
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;86;14;NA;23,76;23,0739137451085
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;87;13;NA;23,76;22,3755300175725
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;88;13;NA;23,76;22,3755300175725
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;89;13;NA;23,76;22,3755300175725
2;45;"2007-04-01";"3x3";2;"2012-09-04";810;90;16;NA;23,76;24,2555795903753
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;1;13;20,9;20,7;20,9
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;2;14;20,3;20,7;20,3
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;3;13;21;20,7;21
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;4;13;19,7;20,7;19,7
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;5;11,5;18,9;20,7;18,9
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;6;12;19,4;20,7;19,4
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;7;13,5;20,5;20,7;20,5
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;8;13;19,5;20,7;19,5
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;9;9;17,2;20,7;17,2
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;10;13;19,4;20,7;19,4
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;11;12;18,9;20,7;18,9
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;12;12;19,3;20,7;19,3
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;13;12;20;20,7;20
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;14;11,5;20;20,7;20
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;15;12,5;20,1;20,7;20,1
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;16;13,5;NA;20,7;20,7523377025928
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;17;13;NA;20,7;20,4242386032714
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;18;13,5;NA;20,7;20,7523377025928
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;19;12,5;NA;20,7;20,0757155085357
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;20;14,5;NA;20,7;21,3539078956186
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;21;13;NA;20,7;20,4242386032714
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;22;14;NA;20,7;21,0617187378932
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;23;13,5;NA;20,7;20,7523377025928
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;24;12;NA;20,7;19,7048569515443
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;25;13;NA;20,7;20,4242386032714
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;26;13;NA;20,7;20,4242386032714
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;27;14;NA;20,7;21,0617187378932
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;28;11,5;NA;20,7;19,3095160063261
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;29;12,5;NA;20,7;20,0757155085357
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;30;13;NA;20,7;20,4242386032714
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;31;12;NA;20,7;19,7048569515443
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;32;14;NA;20,7;21,0617187378932
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;33;12;NA;20,7;19,7048569515443
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;34;13;NA;20,7;20,4242386032714
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;35;14;NA;20,7;21,0617187378932
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;36;13,5;NA;20,7;20,7523377025928
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;37;13,5;NA;20,7;20,7523377025928
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;38;13;NA;20,7;20,4242386032714
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;39;13;NA;20,7;20,4242386032714
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;40;12,5;NA;20,7;20,0757155085357
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;41;13;NA;20,7;20,4242386032714
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;42;13;NA;20,7;20,4242386032714
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;43;13;NA;20,7;20,4242386032714
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;44;13;NA;20,7;20,4242386032714
2;45;"2007-07-01";"3x3";3;"2012-09-05";810;45;13;NA;20,7;20,4242386032714
